customer_id,order_date,product_id,category_id,category_name,product_name,quantity,price,payment_method,city,review_score,gender,age,day_of_week,month,quarter,total_price,revenue,qty_7d_ma,qty_30d_ma,qty_lag_1,price_lag_1,avg_price,target
32747,2024-06-30,322,50,Sports & Outdoors,Basketball,1,24.0,Cash on Delivery,Port Kimberlymouth,3.0,,71,6,6,2,24.0,24.0,2.5714285714285716,2.3125,3.0,297.33,275.70694444444445,1
46244,2024-07-23,263,50,Sports & Outdoors,Basketball,5,272.22,Cash on Delivery,Lake Ellen,5.0,M,62,1,7,3,1361.1,1361.1000000000001,2.5714285714285716,2.4705882352941178,1.0,24.0,275.70694444444445,5
79047,2024-09-16,517,50,Sports & Outdoors,Basketball,3,310.39,Bank Transfer,Rhodesfurt,4.0,M,62,0,9,3,931.17,931.17,2.7142857142857144,2.5,5.0,272.22,275.70694444444445,3
79476,2024-09-20,880,50,Sports & Outdoors,Basketball,4,322.59,Credit Card,North Cristianview,,M,25,4,9,3,1290.36,1290.36,3.142857142857143,2.5789473684210527,3.0,310.39,275.70694444444445,4
50575,2024-09-24,107,50,Sports & Outdoors,Basketball,4,225.83,Credit Card,Lake Sharonmouth,,M,29,1,9,3,903.32,903.32,3.142857142857143,2.65,4.0,322.59,275.70694444444445,4
36373,2024-09-25,901,50,Sports & Outdoors,Basketball,1,101.9,Bank Transfer,Port Lindaton,1.0,F,50,2,9,3,101.9,101.9,3.0,2.5714285714285716,4.0,225.83,275.70694444444445,1
37972,2024-10-07,603,50,Sports & Outdoors,Basketball,4,316.74,Bank Transfer,Colemouth,4.0,M,53,0,10,4,1266.96,1266.96,3.142857142857143,2.6363636363636362,1.0,101.9,275.70694444444445,4
74233,2024-10-13,750,50,Sports & Outdoors,Basketball,2,103.2,Bank Transfer,New Miranda,5.0,F,60,6,10,4,206.4,206.4,3.2857142857142856,2.608695652173913,4.0,316.74,275.70694444444445,2
24054,2024-11-05,953,50,Sports & Outdoors,Basketball,3,220.73,Credit Card,Lake Michaelfort,4.0,F,26,1,11,4,662.1899999999999,662.1899999999999,3.0,2.625,2.0,103.2,275.70694444444445,3
55134,2024-12-04,837,50,Sports & Outdoors,Basketball,4,487.21,Bank Transfer,Marthabury,,M,46,2,12,4,1948.84,1948.84,3.142857142857143,2.68,3.0,220.73,275.70694444444445,4
74956,2024-12-14,204,50,Sports & Outdoors,Basketball,5,93.29,Credit Card,Kristenberg,5.0,M,58,5,12,4,466.4500000000001,466.45000000000005,3.2857142857142856,2.769230769230769,4.0,487.21,275.70694444444445,5
53977,2024-12-17,125,50,Sports & Outdoors,Basketball,1,117.37,Credit Card,South Taylorchester,4.0,F,43,1,12,4,117.37,117.37,2.857142857142857,2.7037037037037037,5.0,93.29,275.70694444444445,1
60063,2024-12-19,173,50,Sports & Outdoors,Basketball,1,432.67,Bank Transfer,Jacobsside,5.0,F,68,3,12,4,432.67,432.67,2.857142857142857,2.642857142857143,1.0,117.37,275.70694444444445,1
33743,2024-12-24,405,50,Sports & Outdoors,Basketball,3,405.54,Cash on Delivery,New Jonathan,5.0,F,64,1,12,4,1216.62,1216.6200000000001,2.7142857142857144,2.6551724137931036,1.0,432.67,275.70694444444445,3
13356,2024-12-27,232,50,Sports & Outdoors,Basketball,5,408.95,Cash on Delivery,East Joseph,2.0,M,38,4,12,4,2044.75,2044.75,3.142857142857143,2.7333333333333334,3.0,405.54,275.70694444444445,5
50813,2025-01-29,481,50,Sports & Outdoors,Basketball,4,173.35,Cash on Delivery,East Hannah,5.0,,70,2,1,1,693.4,693.4,3.2857142857142856,2.7666666666666666,5.0,408.95,275.70694444444445,4
59944,2025-02-06,293,50,Sports & Outdoors,Basketball,2,361.99,Bank Transfer,Lake Charlestown,4.0,M,51,3,2,1,723.98,723.98,3.0,2.7666666666666666,4.0,173.35,275.70694444444445,2
31600,2025-02-19,775,50,Sports & Outdoors,Basketball,2,367.94,Credit Card,Lake Maryborough,,F,32,2,2,1,735.88,735.88,2.5714285714285716,2.7,2.0,361.99,275.70694444444445,2
24734,2025-03-05,674,50,Sports & Outdoors,Basketball,2,95.99,Cash on Delivery,Monicaland,5.0,F,39,2,3,1,191.98,191.98,2.7142857142857144,2.7333333333333334,2.0,367.94,275.70694444444445,2
62120,2025-03-05,501,50,Sports & Outdoors,Basketball,3,456.38,Bank Transfer,East Bryanport,3.0,F,50,2,3,1,1369.14,1369.1399999999999,3.0,2.8,2.0,95.99,275.70694444444445,3
85518,2025-03-11,519,50,Sports & Outdoors,Basketball,1,292.66,Cash on Delivery,East Martin,5.0,M,75,1,3,1,292.66,292.66,2.7142857142857144,2.8,3.0,456.38,275.70694444444445,1
30090,2024-03-26,493,30,Home & Living,Blanket,3,29.52,Credit Card,Joshuamouth,5.0,M,20,1,3,1,88.56,88.56,3.0,3.0,0.0,29.52,238.43076923076922,3
22729,2024-03-31,649,30,Home & Living,Blanket,2,131.22,Bank Transfer,West Reginaldbury,4.0,M,32,6,3,1,262.44,262.44,2.5,2.5,3.0,29.52,238.43076923076922,2
11145,2024-04-09,461,30,Home & Living,Blanket,1,38.38,Cash on Delivery,Douglasport,5.0,M,34,1,4,2,38.38,38.38,2.0,2.0,2.0,131.22,238.43076923076922,1
48695,2024-04-12,545,30,Home & Living,Blanket,4,191.39,Credit Card,Lake Ian,5.0,F,34,4,4,2,765.56,765.56,2.5,2.5,1.0,38.38,238.43076923076922,4
60294,2024-04-19,486,30,Home & Living,Blanket,4,150.77,Bank Transfer,Thomastown,5.0,F,26,4,4,2,603.08,603.08,2.8,2.8,4.0,191.39,238.43076923076922,4
89887,2024-05-13,576,30,Home & Living,Blanket,3,197.53,Credit Card,West Stevenburgh,5.0,F,32,0,5,2,592.59,592.59,2.8333333333333335,2.8333333333333335,4.0,150.77,238.43076923076922,3
36231,2024-05-18,606,30,Home & Living,Blanket,5,143.14,Bank Transfer,Port Richardfurt,5.0,M,72,5,5,2,715.6999999999999,715.6999999999999,3.142857142857143,3.142857142857143,3.0,197.53,238.43076923076922,5
20004,2024-05-25,137,30,Home & Living,Blanket,3,220.32,Credit Card,Justinport,5.0,M,49,5,5,2,660.96,660.96,3.142857142857143,3.125,5.0,143.14,238.43076923076922,3
90560,2024-05-26,739,30,Home & Living,Blanket,2,68.53,Cash on Delivery,Lake Gabriella,,M,69,6,5,2,137.06,137.06,3.142857142857143,3.0,3.0,220.32,238.43076923076922,2
98418,2024-05-28,471,30,Home & Living,Blanket,2,493.95,Cash on Delivery,East Hannahhaven,5.0,F,63,1,5,2,987.9,987.9,3.2857142857142856,2.9,2.0,68.53,238.43076923076922,2
39236,2024-06-05,793,30,Home & Living,Blanket,1,158.11,Cash on Delivery,Osborneland,4.0,M,47,2,6,2,158.11,158.11,2.857142857142857,2.727272727272727,2.0,493.95,238.43076923076922,1
38523,2024-06-20,383,30,Home & Living,Blanket,3,40.44,Credit Card,Rodgersfurt,4.0,M,60,3,6,2,121.32,121.32,2.7142857142857144,2.75,1.0,158.11,238.43076923076922,3
63722,2024-06-24,614,30,Home & Living,Blanket,1,404.83,Credit Card,East Carlos,4.0,,36,0,6,2,404.83,404.83,2.4285714285714284,2.6153846153846154,3.0,40.44,238.43076923076922,1
58848,2024-08-08,876,30,Home & Living,Blanket,2,97.08,Credit Card,North Jennifer,5.0,,36,3,8,3,194.16,194.16,2.0,2.5714285714285716,1.0,404.83,238.43076923076922,2
33094,2024-08-12,298,30,Home & Living,Blanket,2,387.05,Credit Card,Lake Loristad,5.0,,68,0,8,3,774.1,774.1,1.8571428571428572,2.533333333333333,2.0,97.08,238.43076923076922,2
90329,2024-08-17,114,30,Home & Living,Blanket,4,379.26,Credit Card,East Amandaside,3.0,F,49,5,8,3,1517.04,1517.04,2.142857142857143,2.625,2.0,387.05,238.43076923076922,4
82916,2024-08-24,180,30,Home & Living,Blanket,1,375.92,Bank Transfer,New Alicia,5.0,F,73,5,8,3,375.92,375.92,2.0,2.5294117647058822,4.0,379.26,238.43076923076922,1
10825,2024-09-09,693,30,Home & Living,Blanket,1,286.34,Cash on Delivery,Port Marcusmouth,5.0,M,63,0,9,3,286.34,286.34,2.0,2.4444444444444446,1.0,375.92,238.43076923076922,1
71646,2024-09-15,693,30,Home & Living,Blanket,2,60.33,Cash on Delivery,Hernandezmouth,4.0,M,48,6,9,3,120.66,120.66,1.8571428571428572,2.4210526315789473,1.0,286.34,238.43076923076922,2
15858,2024-09-20,626,30,Home & Living,Blanket,2,213.97,Cash on Delivery,Jacobville,3.0,F,51,4,9,3,427.94,427.94,2.0,2.4,2.0,60.33,238.43076923076922,2
25229,2024-10-09,644,30,Home & Living,Blanket,2,157.56,Credit Card,Anthonybury,1.0,F,27,2,10,4,315.12,315.12,2.0,2.380952380952381,2.0,213.97,238.43076923076922,2
77150,2024-10-10,371,30,Home & Living,Blanket,4,476.07,Bank Transfer,Anthonyside,5.0,F,69,3,10,4,1904.28,1904.28,2.2857142857142856,2.4545454545454546,2.0,157.56,238.43076923076922,4
38807,2024-10-11,756,30,Home & Living,Blanket,4,90.79,Bank Transfer,Curryhaven,,M,63,4,10,4,363.16,363.16,2.2857142857142856,2.5217391304347827,4.0,476.07,238.43076923076922,4
62323,2024-11-04,308,30,Home & Living,Blanket,5,228.43,Bank Transfer,New Terrancetown,4.0,M,26,0,11,4,1142.15,1142.15,2.857142857142857,2.625,4.0,90.79,238.43076923076922,5
87140,2024-12-02,977,30,Home & Living,Blanket,3,83.47,Credit Card,New Joshua,5.0,F,28,0,12,4,250.41,250.41,3.142857142857143,2.64,5.0,228.43,238.43076923076922,3
97281,2024-12-07,450,30,Home & Living,Blanket,4,289.63,Credit Card,Ramirezton,5.0,M,32,5,12,4,1158.52,1158.52,3.4285714285714284,2.6923076923076925,3.0,83.47,238.43076923076922,4
14520,2024-12-22,222,30,Home & Living,Blanket,3,372.61,Credit Card,Brookshaven,1.0,F,69,6,12,4,1117.83,1117.83,3.5714285714285716,2.7037037037037037,4.0,289.63,238.43076923076922,3
63024,2024-12-24,990,30,Home & Living,Blanket,3,480.65,Credit Card,Kimberlymouth,5.0,F,73,1,12,4,1441.9499999999998,1441.9499999999998,3.7142857142857144,2.7142857142857144,3.0,372.61,238.43076923076922,3
62824,2024-12-25,629,30,Home & Living,Blanket,5,321.94,Cash on Delivery,Port Jo,2.0,F,63,2,12,4,1609.7,1609.7,3.857142857142857,2.793103448275862,3.0,480.65,238.43076923076922,5
82793,2025-01-01,261,30,Home & Living,Blanket,4,321.18,Cash on Delivery,Ravenland,2.0,F,49,2,1,1,1284.72,1284.72,3.857142857142857,2.8333333333333335,5.0,321.94,238.43076923076922,4
49956,2025-01-17,675,30,Home & Living,Blanket,5,63.52,Cash on Delivery,Audreystad,4.0,M,24,4,1,1,317.6,317.6,3.857142857142857,2.9,4.0,321.18,238.43076923076922,5
98627,2025-01-24,886,30,Home & Living,Blanket,4,346.54,Bank Transfer,Taylorport,,F,25,4,1,1,1386.16,1386.16,4.0,2.966666666666667,5.0,63.52,238.43076923076922,4
43949,2025-01-28,346,30,Home & Living,Blanket,3,158.75,Credit Card,Graystad,4.0,F,27,1,1,1,476.25,476.25,3.857142857142857,3.033333333333333,4.0,346.54,238.43076923076922,3
66073,2025-01-30,983,30,Home & Living,Blanket,2,469.33,Cash on Delivery,Andersonview,5.0,M,40,3,1,1,938.66,938.66,3.7142857142857144,2.966666666666667,3.0,158.75,238.43076923076922,2
54630,2025-02-05,967,30,Home & Living,Blanket,4,416.89,Cash on Delivery,Port Steve,4.0,F,64,2,2,1,1667.56,1667.56,3.857142857142857,2.966666666666667,2.0,469.33,238.43076923076922,4
52213,2025-02-21,648,30,Home & Living,Blanket,1,202.55,Cash on Delivery,Lake Joseph,5.0,M,57,4,2,1,202.55,202.55,3.2857142857142856,2.9,4.0,416.89,238.43076923076922,1
39860,2025-03-11,967,30,Home & Living,Blanket,1,77.42,Bank Transfer,Port Josephview,5.0,F,53,1,3,1,77.42,77.42,2.857142857142857,2.7666666666666666,1.0,202.55,238.43076923076922,1
55421,2025-03-16,315,30,Home & Living,Blanket,2,307.12,Credit Card,New Shawn,4.0,M,26,6,3,1,614.24,614.24,2.4285714285714284,2.7333333333333334,1.0,77.42,238.43076923076922,2
27730,2025-03-19,385,30,Home & Living,Blanket,1,366.27,Bank Transfer,Tiffanystad,5.0,M,44,2,3,1,366.27,366.27,2.0,2.7,2.0,307.12,238.43076923076922,1
43279,2024-03-30,403,30,Home & Living,Carpet,4,247.25,Credit Card,Anthonyville,2.0,M,26,5,3,1,989.0,989.0,4.0,4.0,0.0,247.25,230.29081081081083,4
58032,2024-04-04,133,30,Home & Living,Carpet,4,14.97,Credit Card,Lake Sethfurt,,F,22,3,4,2,59.88,59.88,4.0,4.0,4.0,247.25,230.29081081081083,4
13120,2024-04-07,893,30,Home & Living,Carpet,1,40.2,Cash on Delivery,New David,5.0,M,59,6,4,2,40.2,40.2,3.0,3.0,4.0,14.97,230.29081081081083,1
28063,2024-05-03,398,30,Home & Living,Carpet,5,16.7,Bank Transfer,Robertsbury,,,26,4,5,2,83.5,83.5,3.5,3.5,1.0,40.2,230.29081081081083,5
26545,2024-05-08,985,30,Home & Living,Carpet,2,470.08,Credit Card,Millerhaven,,F,54,2,5,2,940.16,940.16,3.2,3.2,5.0,16.7,230.29081081081083,2
38114,2024-05-09,817,30,Home & Living,Carpet,2,287.85,Credit Card,South Brianna,4.0,M,20,3,5,2,575.7,575.7,3.0,3.0,2.0,470.08,230.29081081081083,2
47189,2024-05-10,700,30,Home & Living,Carpet,1,385.88,Bank Transfer,New Amy,5.0,M,57,4,5,2,385.88,385.88,2.7142857142857144,2.7142857142857144,2.0,287.85,230.29081081081083,1
17074,2024-06-02,224,30,Home & Living,Carpet,1,260.52,Cash on Delivery,Benjaminburgh,5.0,M,37,6,6,2,260.52,260.52,2.2857142857142856,2.5,1.0,385.88,230.29081081081083,1
90319,2024-06-25,797,30,Home & Living,Carpet,4,164.55,Cash on Delivery,South Jacquelineside,5.0,F,69,1,6,2,658.2,658.2,2.2857142857142856,2.6666666666666665,1.0,260.52,230.29081081081083,4
49232,2024-07-03,172,30,Home & Living,Carpet,1,415.86,Cash on Delivery,Joshuaton,4.0,F,53,2,7,3,415.86,415.86,2.2857142857142856,2.5,4.0,164.55,230.29081081081083,1
20853,2024-07-10,499,30,Home & Living,Carpet,3,227.39,Credit Card,West Alexfort,,,39,2,7,3,682.17,682.17,2.0,2.5454545454545454,1.0,415.86,230.29081081081083,3
22739,2024-07-15,196,30,Home & Living,Carpet,5,217.55,Bank Transfer,South Matthewburgh,5.0,,24,0,7,3,1087.75,1087.75,2.4285714285714284,2.75,3.0,227.39,230.29081081081083,5
80441,2024-07-26,867,30,Home & Living,Carpet,2,308.4,Credit Card,Port Danielleview,3.0,M,52,4,7,3,616.8,616.8,2.4285714285714284,2.6923076923076925,5.0,217.55,230.29081081081083,2
47453,2024-08-04,175,30,Home & Living,Carpet,2,36.36,Cash on Delivery,Alvaradoborough,2.0,F,58,6,8,3,72.72,72.72,2.5714285714285716,2.642857142857143,2.0,308.4,230.29081081081083,2
78206,2024-08-17,610,30,Home & Living,Carpet,5,212.85,Cash on Delivery,North Jacob,1.0,M,18,5,8,3,1064.25,1064.25,3.142857142857143,2.8,2.0,36.36,230.29081081081083,5
68220,2024-09-15,961,30,Home & Living,Carpet,2,113.21,Bank Transfer,Jacobburgh,1.0,F,50,6,9,3,226.42,226.42,2.857142857142857,2.75,5.0,212.85,230.29081081081083,2
96418,2024-09-18,939,30,Home & Living,Carpet,2,325.88,Bank Transfer,New David,5.0,F,64,2,9,3,651.76,651.76,3.0,2.7058823529411766,2.0,113.21,230.29081081081083,2
53004,2024-09-19,309,30,Home & Living,Carpet,5,249.38,Credit Card,New Brittanytown,,M,20,3,9,3,1246.9,1246.9,3.2857142857142856,2.8333333333333335,2.0,325.88,230.29081081081083,5
94503,2024-09-24,874,30,Home & Living,Carpet,2,62.01,Cash on Delivery,East Moniquefort,3.0,M,68,1,9,3,124.02,124.02,2.857142857142857,2.789473684210526,5.0,249.38,230.29081081081083,2
96195,2024-09-25,975,30,Home & Living,Carpet,4,196.7,Cash on Delivery,Port Matthew,5.0,M,27,2,9,3,786.8,786.8,3.142857142857143,2.85,2.0,62.01,230.29081081081083,4
71713,2024-10-03,819,30,Home & Living,Carpet,3,467.51,Cash on Delivery,Floydchester,2.0,M,50,3,10,4,1402.53,1402.53,3.2857142857142856,2.857142857142857,4.0,196.7,230.29081081081083,3
79379,2024-10-18,411,30,Home & Living,Carpet,5,245.38,Cash on Delivery,East William,5.0,F,54,4,10,4,1226.9,1226.9,3.2857142857142856,2.9545454545454546,3.0,467.51,230.29081081081083,5
64016,2024-10-29,970,30,Home & Living,Carpet,1,189.89,Credit Card,Rodgershaven,5.0,F,61,1,10,4,189.89,189.89,3.142857142857143,2.869565217391304,5.0,245.38,230.29081081081083,1
80018,2024-11-06,257,30,Home & Living,Carpet,4,265.26,Bank Transfer,Susanchester,4.0,M,65,2,11,4,1061.04,1061.04,3.4285714285714284,2.9166666666666665,1.0,189.89,230.29081081081083,4
29111,2024-11-12,355,30,Home & Living,Carpet,3,265.77,Cash on Delivery,Brownmouth,,F,18,1,11,4,797.31,797.31,3.142857142857143,2.92,4.0,265.26,230.29081081081083,3
38547,2024-12-10,486,30,Home & Living,Carpet,3,474.17,Credit Card,West Courtneychester,4.0,M,61,1,12,4,1422.51,1422.51,3.2857142857142856,2.923076923076923,3.0,265.77,230.29081081081083,3
39027,2024-12-26,757,30,Home & Living,Carpet,1,274.59,Bank Transfer,Russellton,,M,23,3,12,4,274.59,274.59,2.857142857142857,2.8518518518518516,3.0,474.17,230.29081081081083,1
37729,2024-12-31,180,30,Home & Living,Carpet,2,127.95,Cash on Delivery,East Erikton,1.0,F,48,1,12,4,255.9,255.9,2.7142857142857144,2.8214285714285716,1.0,274.59,230.29081081081083,2
27148,2025-01-07,635,30,Home & Living,Carpet,1,235.88,Cash on Delivery,Kurtfurt,4.0,F,40,1,1,1,235.88,235.88,2.142857142857143,2.7586206896551726,2.0,127.95,230.29081081081083,1
47485,2025-01-16,868,30,Home & Living,Carpet,1,55.6,Cash on Delivery,Tatemouth,5.0,F,55,3,1,1,55.6,55.6,2.142857142857143,2.7,1.0,235.88,230.29081081081083,1
21298,2025-01-17,479,30,Home & Living,Carpet,4,276.73,Credit Card,Wayneside,3.0,M,55,4,1,1,1106.92,1106.92,2.142857142857143,2.7,1.0,55.6,230.29081081081083,4
77523,2025-01-28,543,30,Home & Living,Carpet,5,355.65,Bank Transfer,Danielfurt,5.0,,21,1,1,1,1778.25,1778.25,2.4285714285714284,2.7333333333333334,4.0,276.73,230.29081081081083,5
54453,2025-01-28,246,30,Home & Living,Carpet,2,117.78,Credit Card,West Samuelhaven,4.0,F,19,1,1,1,235.56,235.56,2.2857142857142856,2.7666666666666666,5.0,355.65,230.29081081081083,2
22604,2025-02-08,351,30,Home & Living,Carpet,1,247.45,Credit Card,East Russellville,2.0,M,47,5,2,1,247.45,247.45,2.2857142857142856,2.6333333333333333,2.0,117.78,230.29081081081083,1
51391,2025-02-15,418,30,Home & Living,Carpet,5,246.68,Cash on Delivery,Port Derek,5.0,F,31,5,2,1,1233.4,1233.4,2.7142857142857144,2.7333333333333334,1.0,247.45,230.29081081081083,5
65011,2025-02-20,938,30,Home & Living,Carpet,4,383.36,Cash on Delivery,East Christopher,5.0,F,42,3,2,1,1533.44,1533.44,3.142857142857143,2.8,5.0,246.68,230.29081081081083,4
44704,2025-02-25,911,30,Home & Living,Carpet,4,37.52,Cash on Delivery,Mccannfurt,,F,62,1,2,1,150.08,150.08,3.5714285714285716,2.9,4.0,383.36,230.29081081081083,4
96568,2024-03-21,842,20,Fashion,Dress,1,284.33,Bank Transfer,Port Melissa,1.0,M,62,3,3,1,284.33,284.33,1.0,1.0,0.0,284.33,222.9042105263158,1
65546,2024-04-01,575,20,Fashion,Dress,4,400.94,Bank Transfer,Davidton,2.0,F,65,0,4,2,1603.76,1603.76,2.5,2.5,1.0,284.33,222.9042105263158,4
76203,2024-04-03,307,20,Fashion,Dress,5,39.18,Credit Card,Port Jeffrey,4.0,,61,2,4,2,195.9,195.9,3.3333333333333335,3.3333333333333335,4.0,400.94,222.9042105263158,5
47971,2024-04-06,363,20,Fashion,Dress,5,279.12,Bank Transfer,East Dawn,4.0,F,47,5,4,2,1395.6,1395.6,3.75,3.75,5.0,39.18,222.9042105263158,5
26583,2024-04-10,217,20,Fashion,Dress,4,43.23,Cash on Delivery,Lake Nicholas,5.0,M,60,2,4,2,172.92,172.92,3.8,3.8,5.0,279.12,222.9042105263158,4
86056,2024-05-27,629,20,Fashion,Dress,2,344.86,Credit Card,Devonmouth,5.0,F,63,0,5,2,689.72,689.72,3.5,3.5,4.0,43.23,222.9042105263158,2
67232,2024-05-29,645,20,Fashion,Dress,2,172.22,Bank Transfer,Meyerchester,1.0,F,52,2,5,2,344.44,344.44,3.2857142857142856,3.2857142857142856,2.0,344.86,222.9042105263158,2
69170,2024-05-30,660,20,Fashion,Dress,4,66.56,Credit Card,Port Patriciashire,5.0,M,62,3,5,2,266.24,266.24,3.7142857142857144,3.375,2.0,172.22,222.9042105263158,4
84308,2024-06-26,144,20,Fashion,Dress,5,291.3,Credit Card,Lewisfort,,F,68,2,6,2,1456.5,1456.5,3.857142857142857,3.5555555555555554,4.0,66.56,222.9042105263158,5
99624,2024-06-29,624,20,Fashion,Dress,4,120.07,Credit Card,West Louis,,M,20,5,6,2,480.28,480.28,3.7142857142857144,3.6,5.0,291.3,222.9042105263158,4
66782,2024-07-04,865,20,Fashion,Dress,2,62.97,Credit Card,Hardingfort,5.0,F,48,3,7,3,125.94,125.94,3.2857142857142856,3.4545454545454546,4.0,120.07,222.9042105263158,2
77451,2024-07-20,509,20,Fashion,Dress,3,55.58,Credit Card,Andersonside,5.0,F,71,5,7,3,166.74,166.74,3.142857142857143,3.4166666666666665,2.0,62.97,222.9042105263158,3
34368,2024-07-31,204,20,Fashion,Dress,3,475.53,Bank Transfer,Kurtmouth,5.0,F,69,2,7,3,1426.59,1426.59,3.2857142857142856,3.3846153846153846,3.0,55.58,222.9042105263158,3
30037,2024-08-05,314,20,Fashion,Dress,5,337.8,Credit Card,Lake Sarah,4.0,F,28,0,8,3,1689.0,1689.0,3.7142857142857144,3.5,3.0,475.53,222.9042105263158,5
35514,2024-08-12,791,20,Fashion,Dress,4,216.69,Cash on Delivery,Port Matthewfort,4.0,F,35,0,8,3,866.76,866.76,3.7142857142857144,3.533333333333333,5.0,337.8,222.9042105263158,4
47566,2024-09-07,574,20,Fashion,Dress,4,216.03,Bank Transfer,South John,3.0,F,32,5,9,3,864.12,864.12,3.5714285714285716,3.5625,4.0,216.69,222.9042105263158,4
47725,2024-09-12,320,20,Fashion,Dress,3,106.66,Cash on Delivery,Bradleyview,,F,36,3,9,3,319.98,319.98,3.4285714285714284,3.5294117647058822,4.0,216.03,222.9042105263158,3
56464,2024-09-23,361,20,Fashion,Dress,1,483.14,Bank Transfer,Jonathanport,5.0,M,44,0,9,3,483.14,483.14,3.2857142857142856,3.388888888888889,3.0,106.66,222.9042105263158,1
36922,2024-10-17,226,20,Fashion,Dress,1,254.46,Cash on Delivery,Lake Brittanyberg,4.0,M,75,3,10,4,254.46,254.46,3.0,3.263157894736842,1.0,483.14,222.9042105263158,1
50142,2024-10-18,347,20,Fashion,Dress,2,150.51,Cash on Delivery,Port Kellyport,,,18,4,10,4,301.02,301.02,2.857142857142857,3.2,1.0,254.46,222.9042105263158,2
19510,2024-10-21,648,20,Fashion,Dress,4,296.5,Bank Transfer,Jaychester,5.0,M,25,0,10,4,1186.0,1186.0,2.7142857142857144,3.238095238095238,2.0,150.51,222.9042105263158,4
16430,2024-10-23,522,20,Fashion,Dress,2,204.96,Bank Transfer,Rodriguezport,5.0,F,57,2,10,4,409.92,409.92,2.4285714285714284,3.1818181818181817,4.0,296.5,222.9042105263158,2
23008,2024-11-01,248,20,Fashion,Dress,5,194.27,Bank Transfer,Richardshire,3.0,,53,4,11,4,971.35,971.35,2.5714285714285716,3.260869565217391,2.0,204.96,222.9042105263158,5
76799,2024-11-08,691,20,Fashion,Dress,3,137.89,Bank Transfer,Freemanport,5.0,M,39,4,11,4,413.67,413.66999999999996,2.5714285714285716,3.25,5.0,194.27,222.9042105263158,3
10299,2024-11-27,971,20,Fashion,Dress,4,203.94,Cash on Delivery,Teresaville,5.0,F,33,2,11,4,815.76,815.76,3.0,3.28,3.0,137.89,222.9042105263158,4
